"","data_code","rec_year","rec_month","rec_day","animal_code","animal_sex","animal_weight","animal_yob"
"203","CBH01",1995,11,6,"W-004","F",850,1990
"204","CBH01",1995,11,6,"W-006","F",854,1990
"205","CBH01",1995,11,6,"120","M",1150,1991
"206","CBH01",1995,11,6,"918","M",1192,1991
"207","CBH01",1995,11,6,"919","F",872,1991
"208","CBH01",1995,11,6,"91SIG","F",850,1991
"209","CBH01",1995,11,6,"91Z","F",914,1991
"210","CBH01",1995,11,6,"W-102","M",1436,1991
"211","CBH01",1995,11,6,"W-103","F",1010,1991
"212","CBH01",1995,11,6,"W-104","F",698,1991
"213","CBH01",1995,11,6,"W-106","F",978,1991
"214","CBH01",1995,11,6,"W-107","F",842,1991
"215","CBH01",1995,11,6,"201","M",904,1992
"216","CBH01",1995,11,6,"202","M",1062,1992
"217","CBH01",1995,11,6,"206","M",990,1992
"218","CBH01",1995,11,6,"209","M",1180,1992
"219","CBH01",1995,11,6,"Y18","M",1088,1992
"220","CBH01",1995,11,6,"Y2","M",1022,1992
"221","CBH01",1995,11,6,"302","M",586,1993
"222","CBH01",1995,11,6,"OR 16","M",766,1993
"223","CBH01",1995,11,6,"OR 23","F",754,1993
"224","CBH01",1995,11,6,"OR 25","M",720,1993
"225","CBH01",1995,11,6,"OR 39","M",724,1993
"226","CBH01",1995,11,6,"OR 40","M",648,1993
"227","CBH01",1995,11,6,"W-301","F",753,1993
"228","CBH01",1995,11,6,"W-303","F",638,1993
"229","CBH01",1995,11,6,"W-304","M",828,1993
"230","CBH01",1995,11,6,"W-401","M",406,1994
"231","CBH01",1995,11,6,"W-403","M",588,1994
"232","CBH01",1995,11,6,"W-404","M",588,1994
"233","CBH01",1995,11,6,"W-405","M",620,1994
"234","CBH01",1995,11,6,"W-406","M",756,1994
"235","CBH01",1995,11,6,"W-408","M",502,1994
"236","CBH01",1995,11,6,"W-409","M",630,1994
"237","CBH01",1995,11,6,"W-414","M",556,1994
"238","CBH01",1995,11,6,"W-417","M",480,1994
"239","CBH01",1995,11,6,"W-419","M",526,1994
"240","CBH01",1995,11,6,"W-423","M",660,1994
"241","CBH01",1995,11,6,"W-424","M",588,1994
"242","CBH01",1995,11,6,"W-427","M",534,1994
"243","CBH01",1995,11,6,"W-428","F",540,1994
"244","CBH01",1995,11,6,"W-431","M",496,1994
"245","CBH01",1995,11,6,"W-432","F",670,1994
"246","CBH01",1995,11,6,"W-436","F",502,1994
"247","CBH01",1995,11,6,"W-437","F",368,1994
"248","CBH01",1995,11,6,"W-439","M",574,1994
"249","CBH01",1995,11,6,"W-440","M",480,1994
"250","CBH01",1995,11,6,"W-441","M",498,1994
"251","CBH01",1995,11,6,"W-445","M",594,1994
"252","CBH01",1995,11,6,"W-448","M",538,1994
"253","CBH01",1995,11,6,"W-449","M",506,1994
"254","CBH01",1995,11,6,"W-501","M",378,1995
"255","CBH01",1995,11,6,"W-503","M",308,1995
"256","CBH01",1995,11,6,"W-504","M",396,1995
"257","CBH01",1995,11,6,"W-505","M",304,1995
"258","CBH01",1995,11,6,"W-506","M",186,1995
"259","CBH01",1995,11,6,"W-507","F",322,1995
"260","CBH01",1995,11,6,"W-508","M",324,1995
"261","CBH01",1995,11,6,"W-509","F",304,1995
"262","CBH01",1995,11,6,"W-510","M",386,1995
"263","CBH01",1995,11,6,"W-511","M",298,1995
"264","CBH01",1995,11,6,"W-512","M",324,1995
"265","CBH01",1995,11,6,"W-513","F",286,1995
"266","CBH01",1995,11,6,"W-514","F",304,1995
"267","CBH01",1995,11,6,"W-515","M",312,1995
"268","CBH01",1995,11,6,"W-516","M",274,1995
"269","CBH01",1995,11,6,"W-517","M",272,1995
"270","CBH01",1995,11,6,"W-518","F",196,1995
"271","CBH01",1995,11,6,"W-519","F",234,1995
"272","CBH01",1995,11,6,"W-520","M",258,1995
"273","CBH01",1995,11,6,"W-521","M",220,1995
"274","CBH01",1995,11,6,"W-522","F",292,1995
"275","CBH01",1995,11,6,"W-523","F",350,1995
"276","CBH01",1995,11,6,"W-524","F",368,1995
"277","CBH01",1995,11,6,"W-525","M",462,1995
"278","CBH01",1995,11,6,"W-526","F",300,1995
"279","CBH01",1995,11,6,"W-527","F",240,1995
"280","CBH01",1995,11,6,"W-528","M",262,1995
"281","CBH01",1995,11,6,"W-529","F",336,1995
"282","CBH01",1995,11,6,"W-530","M",326,1995
"283","CBH01",1995,11,6,"W-531","F",324,1995
"284","CBH01",1995,11,6,"W-532","F",306,1995
"285","CBH01",1996,10,25,"112","F",914,NA
"286","CBH01",1996,10,25,"834","F",1092,1983
"287","CBH01",1996,10,25,"B-301","F",1120,1983
"288","CBH01",1996,10,25,"B-401","F",1018,1984
"289","CBH01",1996,10,25,"B-402","F",1038,1984
"290","CBH01",1996,10,25,"B-403","F",1096,1984
"291","CBH01",1996,10,25,"B-501","F",1046,1985
"292","CBH01",1996,10,25,"B-502","F",1022,1985
"293","CBH01",1996,10,25,"B-503","F",1062,1985
"294","CBH01",1996,10,25,"B-504","F",1002,1985
"295","CBH01",1996,10,25,"86C","F",930,1986
"296","CBH01",1996,10,25,"B-601","F",998,1986
"297","CBH01",1996,10,25,"B-602","F",1138,1986
"298","CBH01",1996,10,25,"108","M",1710,1987
"299","CBH01",1996,10,25,"88A","M",1602,1987
"300","CBH01",1996,10,25,"B-701","F",1002,1987
"301","CBH01",1996,10,25,"B-702","F",840,1987
"302","CBH01",1996,10,25,"B-703","F",972,1987
"303","CBH01",1996,10,25,"B-704","F",1070,1987
"304","CBH01",1996,10,25,"B-706","F",1106,1987
"305","CBH01",1996,10,25,"B-707","F",992,1987
"306","CBH01",1996,10,25,"884","F",1000,1988
"307","CBH01",1996,10,25,"888","M",1718,1988
"308","CBH01",1996,10,25,"88Z","F",1050,1988
"309","CBH01",1996,10,25,"B-801","F",1068,1988
"310","CBH01",1996,10,25,"B-802","F",996,1988
"311","CBH01",1996,10,25,"B-803","F",986,1988
"312","CBH01",1996,10,25,"B-804","F",970,1988
"313","CBH01",1996,10,25,"B-805","F",1084,1988
"314","CBH01",1996,10,25,"B-806","F",1082,1988
"315","CBH01",1996,10,25,"893","F",940,1989
"316","CBH01",1996,10,25,"89H","F",1010,1989
"317","CBH01",1996,10,25,"B-901","F",1020,1989
"318","CBH01",1996,10,25,"B-902","F",938,1989
"319","CBH01",1996,10,25,"B-903","F",1174,1989
"320","CBH01",1996,10,25,"B-904","F",992,1989
"321","CBH01",1996,10,25,"B-905","F",802,1989
"322","CBH01",1996,10,25,"B-906","F",1142,1989
"323","CBH01",1996,10,25,"B-907","F",1132,1989
"324","CBH01",1996,10,25,"B-908","F",1074,1989
"325","CBH01",1996,10,25,"B-909","F",816,1989
"326","CBH01",1996,10,25,"B-910","F",1068,1989
"327","CBH01",1996,10,25,"B-911","F",872,1989
"328","CBH01",1996,10,25,"903","M",1466,1990
"329","CBH01",1996,10,25,"90F","F",1020,1990
"330","CBH01",1996,10,25,"90H","F",1034,1990
"331","CBH01",1996,10,25,"90X","M",1486,1990
"332","CBH01",1996,10,25,"W-001","F",1020,1990
"333","CBH01",1996,10,25,"W-003","F",880,1990
"334","CBH01",1996,10,25,"W-004","F",876,1990
"335","CBH01",1996,10,25,"W-005","F",820,1990
"336","CBH01",1996,10,25,"W-006","F",878,1990
"337","CBH01",1996,10,25,"W-007","F",884,1990
"338","CBH01",1996,10,25,"W-008","F",952,1990
"339","CBH01",1996,10,25,"120","M",1256,1991
"340","CBH01",1996,10,25,"W-102","M",1566,1991
"341","CBH01",1996,10,25,"W-103","F",964,1991
"342","CBH01",1996,10,25,"W-104","F",766,1991
"343","CBH01",1996,10,25,"W-105","F",942,1991
"344","CBH01",1996,10,25,"W-106","F",978,1991
"345","CBH01",1996,10,25,"W-107","F",870,1991
"346","CBH01",1996,10,25,"W-108","F",884,1991
"347","CBH01",1996,10,25,"201","M",1104,1992
"348","CBH01",1996,10,25,"205","M",1160,1992
"349","CBH01",1996,10,25,"206","M",1188,1992
"350","CBH01",1996,10,25,"209","M",1324,1992
"351","CBH01",1996,10,25,"W-202","M",1266,1992
"352","CBH01",1996,10,25,"W-203","F",824,1992
"353","CBH01",1996,10,25,"W-207","F",896,1992
"354","CBH01",1996,10,25,"W-210","F",1154,1992
"355","CBH01",1996,10,25,"302","M",794,1993
"356","CBH01",1996,10,25,"W-301","F",822,1993
"357","CBH01",1996,10,25,"W-303","F",700,1993
"358","CBH01",1996,10,25,"W-304","M",1086,1993
"359","CBH01",1996,10,25,"W-305","F",934,1993
"360","CBH01",1996,10,25,"W-307","F",776,1993
"361","CBH01",1996,10,25,"W-401","M",624,1994
"362","CBH01",1996,10,25,"W-403","M",922,1994
"363","CBH01",1996,10,25,"W-404","M",850,1994
"364","CBH01",1996,10,25,"W-405","M",928,1994
"365","CBH01",1996,10,25,"W-406","M",1124,1994
"366","CBH01",1996,10,25,"W-408","M",776,1994
"367","CBH01",1996,10,25,"W-409","M",886,1994
"368","CBH01",1996,10,25,"W-414","M",820,1994
"369","CBH01",1996,10,25,"W-417","M",776,1994
"370","CBH01",1996,10,25,"W-418","M",934,1994
"371","CBH01",1996,10,25,"W-419","M",856,1994
"372","CBH01",1996,10,25,"W-423","M",938,1994
"373","CBH01",1996,10,25,"W-424","M",880,1994
"374","CBH01",1996,10,25,"W-427","M",872,1994
"375","CBH01",1996,10,25,"W-428","F",780,1994
"376","CBH01",1996,10,25,"W-430","F",740,1994
"377","CBH01",1996,10,25,"W-431","M",746,1994
"378","CBH01",1996,10,25,"W-432","F",874,1994
"379","CBH01",1996,10,25,"W-434","M",898,1994
"380","CBH01",1996,10,25,"W-436","F",710,1994
"381","CBH01",1996,10,25,"W-439","M",846,1994
"382","CBH01",1996,10,25,"W-440","M",746,1994
"383","CBH01",1996,10,25,"W-441","M",750,1994
"384","CBH01",1996,10,25,"W-445","M",918,1994
"385","CBH01",1996,10,25,"W-446","F",796,1994
"386","CBH01",1996,10,25,"W-448","M",763,1994
"387","CBH01",1996,10,25,"W-449","M",768,1994
"388","CBH01",1996,10,25,"W-451","F",786,1994
"389","CBH01",1996,10,25,"W-452","F",840,1994
"390","CBH01",1996,10,25,"W-501","M",638,1995
"391","CBH01",1996,10,25,"W-503","M",558,1995
"392","CBH01",1996,10,25,"W-504","M",676,1995
"393","CBH01",1996,10,25,"W-505","M",582,1995
"394","CBH01",1996,10,25,"W-507","F",590,1995
"395","CBH01",1996,10,25,"W-508","M",632,1995
"396","CBH01",1996,10,25,"W-509","F",526,1995
"397","CBH01",1996,10,25,"W-510","M",702,1995
"398","CBH01",1996,10,25,"W-511","M",594,1995
"399","CBH01",1996,10,25,"W-512","M",584,1995
"400","CBH01",1996,10,25,"W-513","F",532,1995
"401","CBH01",1996,10,25,"W-514","F",532,1995
"402","CBH01",1996,10,25,"W-515","M",666,1995
"403","CBH01",1996,10,25,"W-517","M",668,1995
"404","CBH01",1996,10,25,"W-518","F",550,1995
"405","CBH01",1996,10,25,"W-519","F",634,1995
"406","CBH01",1996,10,25,"W-520","M",508,1995
"407","CBH01",1996,10,25,"W-521","M",540,1995
"408","CBH01",1996,10,25,"W-522","F",548,1995
"409","CBH01",1996,10,25,"W-523","F",596,1995
"410","CBH01",1996,10,25,"W-524","F",598,1995
"411","CBH01",1996,10,25,"W-525","M",710,1995
"412","CBH01",1996,10,25,"W-526","F",564,1995
"413","CBH01",1996,10,25,"W-527","F",502,1995
"414","CBH01",1996,10,25,"W-528","M",610,1995
"415","CBH01",1996,10,25,"W-529","F",562,1995
"416","CBH01",1996,10,25,"W-530","M",586,1995
"417","CBH01",1996,10,25,"W-531","F",574,1995
"418","CBH01",1996,10,25,"W-532","F",514,1995
"419","CBH01",1996,10,25,"W-533","F",524,1995
"420","CBH01",1996,10,25,"W-534","M",566,1995
"421","CBH01",1996,10,25,"W-535","F",460,1995
"422","CBH01",1996,10,25,"W-536","F",450,1995
"423","CBH01",1996,10,25,"W-539","F",448,1995
"424","CBH01",1996,10,25,"W-540","M",704,1995
"425","CBH01",1996,10,25,"W-541","F",584,1995
"426","CBH01",1996,10,25,"W-542","F",422,1995
"427","CBH01",1996,10,25,"W-543","F",500,1995
"428","CBH01",1996,10,25,"W-544","F",558,1995
"429","CBH01",1996,10,25,"W-546","F",508,1995
"430","CBH01",1996,10,25,"W-601","F",204,1996
"431","CBH01",1996,10,25,"W-602","F",178,1996
"432","CBH01",1996,10,25,"W-603","F",190,1996
"433","CBH01",1996,10,25,"W-604","F",338,1996
"434","CBH01",1996,10,25,"W-605","M",272,1996
"435","CBH01",1996,10,25,"W-606","M",224,1996
"436","CBH01",1996,10,25,"W-607","M",222,1996
"437","CBH01",1996,10,25,"W-608","M",346,1996
"438","CBH01",1996,10,25,"W-609","M",288,1996
"439","CBH01",1996,10,25,"W-610","F",276,1996
"440","CBH01",1996,10,25,"W-611","M",244,1996
"441","CBH01",1996,10,25,"W-612","F",212,1996
"442","CBH01",1996,10,25,"W-613","F",282,1996
"443","CBH01",1996,10,25,"W-614","M",280,1996
"444","CBH01",1996,10,25,"W-615","F",292,1996
"445","CBH01",1996,10,25,"W-616","M",202,1996
"446","CBH01",1996,10,25,"W-617","F",118,1996
"447","CBH01",1996,10,25,"W-618","F",278,1996
"448","CBH01",1996,10,25,"W-619","F",344,1996
"449","CBH01",1996,10,25,"W-620","M",300,1996
"450","CBH01",1996,10,25,"W-621","M",268,1996
"451","CBH01",1996,10,25,"W-622","F",242,1996
"452","CBH01",1996,10,25,"W-623","F",220,1996
"453","CBH01",1996,10,25,"W-624","F",300,1996
"454","CBH01",1996,10,25,"W-625","M",282,1996
"455","CBH01",1996,10,25,"W-626","M",336,1996
"456","CBH01",1996,10,25,"W-627","F",272,1996
"457","CBH01",1996,10,25,"W-628","F",280,1996
"458","CBH01",1996,10,25,"W-629","M",382,1996
"459","CBH01",1996,10,25,"W-630","F",379,1996
"460","CBH01",1996,10,25,"W-631","F",320,1996
"461","CBH01",1996,10,25,"W-632","F",200,1996
"462","CBH01",1996,10,25,"W-633","M",238,1996
"463","CBH01",1996,10,25,"W-634","M",182,1996
"464","CBH01",1996,10,25,"W-635","F",292,1996
"465","CBH01",1996,10,25,"W-636","M",314,1996
"466","CBH01",1996,10,25,"W-637","M",208,1996
"467","CBH01",1996,10,25,"W-638","M",218,1996
"468","CBH01",1996,10,25,"W-639","M",278,1996
"469","CBH01",1996,10,25,"W-640","M",376,1996
"470","CBH01",1996,10,25,"W-641","M",232,1996
"471","CBH01",1996,10,25,"W-642","M",290,1996
"472","CBH01",1996,10,25,"W-643","F",226,1996
"473","CBH01",1996,10,25,"W-644","F",202,1996
"474","CBH01",1996,10,25,"W-645","F",302,1996
"475","CBH01",1996,10,25,"W-646","M",280,1996
"476","CBH01",1996,10,25,"W-647","M",234,1996
"477","CBH01",1996,10,25,"W-648","M",252,1996
"478","CBH01",1996,10,25,"W-649","M",344,1996
"479","CBH01",1997,10,31,"B-301","F",1118,1983
"480","CBH01",1997,10,31,"B-401","F",1024,1984
"481","CBH01",1997,10,31,"B-402","F",1056,1984
"482","CBH01",1997,10,31,"B-403","F",1090,1984
"483","CBH01",1997,10,31,"B-501","F",1076,1985
"484","CBH01",1997,10,31,"B-502","F",1036,1985
"485","CBH01",1997,10,31,"B-503","F",1106,1985
"486","CBH01",1997,10,31,"B-504","F",1062,1985
"487","CBH01",1997,10,31,"86C","F",954,1986
"488","CBH01",1997,10,31,"B-601","F",1076,1986
"489","CBH01",1997,10,31,"B-602","F",1170,1986
"490","CBH01",1997,10,31,"87D","F",1106,1987
"491","CBH01",1997,10,31,"B-701","F",1040,1987
"492","CBH01",1997,10,31,"B-702","F",868,1987
"493","CBH01",1997,10,31,"B-703","F",1028,1987
"494","CBH01",1997,10,31,"B-704","F",1106,1987
"495","CBH01",1997,10,31,"B-705","F",1192,1987
"496","CBH01",1997,10,31,"B-706","F",1100,1987
"497","CBH01",1997,10,31,"B-707","F",1036,1987
"498","CBH01",1997,10,31,"88Z","F",1108,1988
"499","CBH01",1997,10,31,"B-801","F",1112,1988
"500","CBH01",1997,10,31,"B-802","F",1050,1988
"501","CBH01",1997,10,31,"B-803","F",1024,1988
"502","CBH01",1997,10,31,"B-804","F",980,1988
"503","CBH01",1997,10,31,"B-805","F",1008,1988
"504","CBH01",1997,10,31,"B-806","F",1124,1988
"505","CBH01",1997,10,31,"89H","F",1012,1989
"506","CBH01",1997,10,31,"B-901","F",998,1989
"507","CBH01",1997,10,31,"B-902","F",968,1989
"508","CBH01",1997,10,31,"B-903","F",1186,1989
"509","CBH01",1997,10,31,"B-904","F",1048,1989
"510","CBH01",1997,10,31,"B-905","F",852,1989
"511","CBH01",1997,10,31,"B-906","F",1186,1989
"512","CBH01",1997,10,31,"B-907","F",1148,1989
